number,family,genus,specific epithet,species,mycorrhizal type selivanov,mycorrhizal type modern,site number,intensity of mycorrhizal infection,literature data on presence-absence of mycorrhiza,mycorrhizal intensity min,mycorrhizal intensity max,taxonomy notes
4283,Colchicaceae,Merendera,trigyna,Merendera trigyna,Ph.th.end.,AM,121,20,,,,ok
4284,Cupressaceae,Microbiota,decussata,Microbiota decussata,Ph.th.end.,AM,28,,+,,,ok
4285,Poaceae,Microstegium,vimineum,Microstegium vimineum,Ph.th.end.,AM,153,,+,,,ok
4286,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,8,20,,,,ok
4287,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,10,40,,,,ok
4288,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,11,30,,,,ok
4289,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,12,20,,,,ok
4290,Poaceae,Milium,effusum,Milium effusum,VAM,AM,15,,+,,,ok
4291,Poaceae,Milium,effusum,Milium effusum,VAM,AM,16,,+,,,ok
4292,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,30,80,,,,ok
4293,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,39,50,,,,ok
4294,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,88,8,,,,ok
4295,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,89,10,,,,ok
4296,Poaceae,Milium,effusum,Milium effusum,Ph.th.end.,AM,90,10,,,,ok
4297,Poaceae,Milium,effusum,Milium effusum,no,no,36,0,,,,ok
4298,Poaceae,Milium,effusum,Milium effusum,no,no,86,0,,,,ok
4299,Poaceae,Milium,schmidtianum,Milium schmidtianum,Ph.th.end.,AM,95,60,,,,ok
4300,Poaceae,Milium,schmidtianum,Milium schmidtianum,Ph.th.end.,AM,96,60,,,,ok
4301,Poaceae,Milium,vernale,Milium vernale,Ph.th.end.,AM,74,60,,,,ok
4302,Poaceae,Milium,vernale,Milium vernale,Ph.th.end.,AM,83,60,,,,ok
4303,Fabaceae,Mimosa,pudica,Mimosa pudica,Ph.th.end.,AM,154,,+,,,ok
4304,Caryophyllaceae,Minuartia,abchasica,Minuartia abchasica,no,no,150,0,,,,ok
4305,Caryophyllaceae,Minuartia,aizoides,Minuartia aizoides,Endo,Endo-unidentified,122,20,,,,ok
4306,Caryophyllaceae,Minuartia,aizoides,Minuartia aizoides,Endo,Endo-unidentified,123,30,,,,ok
4307,Caryophyllaceae,Minuartia,aizoides,Minuartia aizoides,no,no,96,,-,,,ok
4308,Caryophyllaceae,Minuartia,aizoides,Minuartia aizoides,no,no,130,,-,,,ok
4309,Caryophyllaceae,Minuartia,arctica,Minuartia arctica,no,no,1,,-,,,ok
4310,Caryophyllaceae,Minuartia,biebersteinii,Minuartia biebersteinii,no,no,150,,-,,,ok
4311,Caryophyllaceae,Minuartia,biflora,Minuartia biflora,no,no,3,,-,,,ok
4312,Caryophyllaceae,Minuartia,circassica,Minuartia circassica,Endo,Endo-unidentified,121,30,,,,ok
4313,Caryophyllaceae,Minuartia,circassica,Minuartia circassica,Endo,Endo-unidentified,122,20,,,,ok
4314,Caryophyllaceae,Minuartia,colchica,Minuartia colchica,no,no,131,0,,,,ok
4315,Caryophyllaceae,Minuartia,imbricata,Minuartia imbricata,no,no,100,0,,,,ok
4316,Caryophyllaceae,Minuartia,imbricata,Minuartia imbricata,no,no,130,0,,,,ok
4317,Caryophyllaceae,Minuartia,imbricata,Minuartia imbricata,no,no,131,0,,,,ok
4318,Caryophyllaceae,Minuartia,litwinowii,Minuartia litwinowii,no,no,141,0,,,,ok
4319,Caryophyllaceae,Minuartia,litwinowii,Minuartia litwinowii,no,no,144,0,,,,ok
4320,Caryophyllaceae,Minuartia,macrocarpa,Minuartia macrocarpa,no,no,1,,-,,,ok
4321,Caryophyllaceae,Minuartia,recurva,Minuartia recurva,no,no,96,0,,,,ok
4322,Caryophyllaceae,Minuartia,recurva,Minuartia recurva,no,no,131,0,,,,ok
4323,Caryophyllaceae,Minuartia,rubella,Minuartia rubella,no,no,1,,-,,,ok
4324,Caryophyllaceae,Minuartia,rubella,Minuartia rubella,no,no,3,,-,,,ok
4325,Caryophyllaceae,Minuartia,trautvetteriana,Minuartia trautvetteriana,no,no,131,0,,,,ok
4326,Poaceae,Miscanthus,japonicus,Miscanthus japonicus,Ph.th.end.,AM,153,,+,,,ok
4327,Poaceae,Miscanthus,matsumurae,Miscanthus matsumurae,Ph.th.end.,AM,153,,+,,,ok
4328,Poaceae,Miscanthus,sinensis,Miscanthus sinensis,Ph.th.end.,AM,153,,+,,,ok
4329,Caryophyllaceae,Moehringia,lateriflora,Moehringia lateriflora,no,no,3,,-,,,ok
4330,Caryophyllaceae,Moehringia,lateriflora,Moehringia lateriflora,no,no,25,0,,,,ok
4331,Poaceae,Molinia,arundinacea,Molinia arundinacea,Ph.th.end.,AM,153,,+,,,ok
4332,Poaceae,Molinia,caerulea,Molinia caerulea,Ph.th.end.,AM,145,50,,,,ok
4333,Poaceae,Molinia,caerulea,Molinia caerulea,VAM,AM,153,,+,,,ok
4334,Ericaceae,Moneses,uniflora,Moneses uniflora,E.t.ect.arb.,Arbutoid,10,28,,,,ok
4335,Ericaceae,Moneses,uniflora,Moneses uniflora,E.t.ect.arb.,Arbutoid,12,60,,,,ok
4336,Ericaceae,Moneses,uniflora,Moneses uniflora,E.t.ect.arb.,Arbutoid,13,80,,,,ok
4337,Ericaceae,Moneses,uniflora,Moneses uniflora,E.t.ect.arb.,Arbutoid,23,96,,,,ok
4338,Ericaceae,Moneses,uniflora,Moneses uniflora,E.t.ect.arb.,Arbutoid,39,90,,,,ok
4339,Ericaceae,Moneses,uniflora,Moneses uniflora,E.t.ect.arb.,Arbutoid,88,62,,,,ok
4340,Ericaceae,Moneses,uniflora,Moneses uniflora,Ecto arbut.,Arbutoid,153,,+,,,ok
4341,Ericaceae,Moneses,uniflora,Moneses uniflora,no,no,4,0,,,,ok
4342,Ericaceae,Monotropa,hypopitys,Monotropa hypopitys,Ecto,Ectomycorrhiza ,153,,+,,,ok
4343,Araceae,Monstera,deliciosa,Monstera deliciosa,Ph.th.end.,AM,154,,+,,,ok
4344,Portulacaceae,Montia,fontana,Montia fontana,no,no,153,,-,,,ok
4345,Moraceae,Morus,alba,Morus alba,Ph.th.end.,AM,134,40,,,,ok
4346,Moraceae,Morus,alba,Morus alba,Ph.th.end.,AM,135,60,,,,ok
4347,Moraceae,Morus,alba,Morus alba,Ph.th.end.,AM,147,,+,,,ok
4348,Moraceae,Morus,nigra,Morus nigra,Ph.th.end.,AM,147,,+,,,ok
4349,Poaceae,Muhlenbergia,japonica,Muhlenbergia japonica,Ph.th.end.,AM,153,,+,,,ok
4350,Asteraceae,Mulgedium,tataricum,Mulgedium tataricum,Ph.th.end.,AM,32,100,,,,ok
4351,Asteraceae,Mulgedium,tataricum,Mulgedium tataricum,Ph.th.end.,AM,39,100,,,,ok
4352,Asteraceae,Mulgedium,tataricum,Mulgedium tataricum,Ph.th.end.,AM,68,80,,,,ok
4353,Brassicaceae,Murbeckiella,huetii,Murbeckiella huetii,no,no,106,0,,,,ok
4354,Brassicaceae,Murbeckiella,huetii,Murbeckiella huetii,no,no,130,0,,,,ok
4355,Brassicaceae,Murbeckiella,huetii,Murbeckiella huetii,no,no,131,0,,,,ok
4356,Hyacinthaceae,Muscari,botryoides,Muscari botryoides,Ph.th.end.,AM,145,54,,,,ok
4357,Hyacinthaceae,Muscari,caucasicum,Muscari caucasicum,Ph.th.end.,AM,145,34,,,,ok
4358,Hyacinthaceae,Muscari,colchicum,Muscari colchicum,Ph.th.end.,AM,145,64,,,,ok
4359,Hyacinthaceae,Muscari,leucostomum,Muscari leucostomum,Ph.th.end.,AM,145,8,,,,ok
4360,Hyacinthaceae,Muscari,pallens,Muscari pallens,Ph.th.end.,AM,106,50,,,,ok
4361,Hyacinthaceae,Muscari,polyanthum,Muscari polyanthum,Ph.th.end.,AM,145,44,,,,ok
4362,Hyacinthaceae,Muscari,steupii,Muscari steupii,Ph.th.end.,AM,149,36,,,,ok
4363,Hyacinthaceae,Muscari,szovitsianum,Muscari szovitsianum,Ph.th.end.,AM,107,60,,,,ok
4364,Hyacinthaceae,Muscari,woronowii,Muscari woronowii,Ph.th.end.,AM,145,20,,,,ok
4365,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,112,20,,,,ok
4366,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,117,45,,,,ok
4367,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,120,20,,,,ok
4368,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,121,30,,,,ok
4369,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,122,30,,,,ok
4370,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,127,45,,,,ok
4371,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,128,30,,,,ok
4372,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,130,30,,,,ok
4373,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,Ph.th.end.,AM,131,30,,,,ok
4374,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,no,no,3,,-,,,ok
4375,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,no,no,100,0,,,,ok
4376,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,no,no,145,0,,,,ok
4377,Boraginaceae,Myosotis,alpestris,Myosotis alpestris,no,no,153,,-,,,ok
4378,Boraginaceae,Myosotis,arvensis,Myosotis arvensis,no,no,38,,-,,,ok
4379,Boraginaceae,Myosotis,asiatica,Myosotis asiatica,no,no,1,,-,,,ok
4380,Boraginaceae,Myosotis,caespitosa,Myosotis caespitosa,Ph.th.end.,AM,25,90,,,,ok
4381,Boraginaceae,Myosotis,caespitosa,Myosotis caespitosa,Ph.th.end.,AM,131,90,,,,ok
4382,Boraginaceae,Myosotis,palustris,Myosotis palustris,Ph.th.end.,AM,33,66,,,,ok
4383,Boraginaceae,Myosotis,palustris,Myosotis palustris,Ph.th.end.,AM,91,,+,,,ok
4384,Boraginaceae,Myosotis,palustris,Myosotis palustris,no,no,30,,-,,,ok
4385,Boraginaceae,Myosotis,palustris,Myosotis palustris,no,no,36,,-,,,ok
4386,Boraginaceae,Myosotis,palustris,Myosotis palustris,no,no,153,,-,,,ok
4387,Boraginaceae,Myosotis,ramosissima,Myosotis ramosissima,no,no,90,0,,,,ok
4388,Boraginaceae,Myosotis,sparsiflora,Myosotis sparsiflora,Ph.th.end.,AM,96,60,,,,ok
4389,Boraginaceae,Myosotis,sparsiflora,Myosotis sparsiflora,no,no,83,0,,,,ok
4390,Boraginaceae,Myosotis,suaveolens,Myosotis suaveolens,Ph.th.end.,AM,139,30,,,,ok
4391,Boraginaceae,Myosotis,suaveolens,Myosotis suaveolens,Ph.th.end.,AM,143,20,,,,ok
4392,Boraginaceae,Myosotis,sylvatica,Myosotis sylvatica,no,no,108,0,,,,ok
4393,Boraginaceae,Myosotis,sylvatica,Myosotis sylvatica,no,no,109,0,,,,ok
4394,Caryophyllaceae,Myosoton,aquaticum,Myosoton aquaticum,no,no,153,,-,,,ok
4395,Tamaricaceae,Myricaria,bracteata,Myricaria bracteata,Ph.th.end.,AM,135,20,,,,ok
4396,Apiaceae,Myrrhoides,nodosus,Myrrhoides nodosus,Ph.th.end.,AM,95,,+,,,note that generic name may have changed
4397,Amaranthaceae,Nanophyton,erinaceum,Nanophyton erinaceum,no,no,78,0,,,,ok
4398,Amaranthaceae,Nanophyton,erinaceum,Nanophyton erinaceum,no,no,79,0,,,,ok
4399,Amaryllidaceae,Narcissus,angustifolius,Narcissus angustifolius,Ph.th.end.,AM,153,,+,,,ok
4400,Poaceae,Nardus,stricta,Nardus stricta,VAM,AM,37,,+,,,ok
4401,Poaceae,Nardus,stricta,Nardus stricta,Ph.th.end.,AM,39,80,,,,ok
4402,Poaceae,Nardus,stricta,Nardus stricta,Ph.th.end.,AM,95,,+,,,ok
4403,Poaceae,Nardus,stricta,Nardus stricta,Ph.th.end.,AM,96,80,,,,ok
4404,Poaceae,Nardus,stricta,Nardus stricta,Ph.th.end.,AM,119,45,,,,ok
4405,Poaceae,Nardus,stricta,Nardus stricta,Ph.th.end.,AM,122,60,,,,ok
4406,Poaceae,Nardus,stricta,Nardus stricta,Ph.th.end.,AM,129,75,,,,ok
4407,Poaceae,Nardus,stricta,Nardus stricta,Ph.th.end.,AM,145,42,,,,ok
4408,Poaceae,Nardus,stricta,Nardus stricta,VAM,AM,153,,+,,,ok
4409,Scrophulariaceae,Nemesia,strumosa,Nemesia strumosa,Ph.th.end.,AM,145,12,,,,ok
4410,Orchidaceae,Neottia,nidus-avis,Neottia nidus-avis,E.t.end.,Orchid,153,,+,,,ok
4411,Lamiaceae,Nepeta,nuda,Nepeta nuda,Ph.th.end.,AM,49,42,,,,ok
4412,Lamiaceae,Nepeta,podostachys,Nepeta podostachys,Ph.th.end.,AM,137,30,,,,ok
4413,Lamiaceae,Nepeta,podostachys,Nepeta podostachys,Ph.th.end.,AM,138,24,,,,ok
4414,Oleandraceae,Nephrolepis,exaltata,Nephrolepis exaltata,Ph.th.end.,AM,154,,+,,,ok
4415,Apocynaceae,Nerium,oleander,Nerium oleander,no,no,154,0,,,,ok
4416,Apocynaceae,Nerium,oleander,Nerium oleander,no,no,154,,-,,,ok
4417,Solanaceae,Nicotiana,affinis,Nicotiana affinis,Ph.th.end.,AM,145,22,,,,ok
4418,Ranunculaceae,Nigella,integrifolia,Nigella integrifolia,Ph.th.end.,AM,75,58,,,,ok
4419,Boraginaceae,Nonea,caspica,Nonea caspica,Ph.th.end.,AM,52,20,,,,ok
4420,Boraginaceae,Nonea,caspica,Nonea caspica,Ph.th.end.,AM,53,20,,,,ok
4421,Boraginaceae,Nonea,caspica,Nonea caspica,Ph.th.end.,AM,54,20,,,,ok
4422,Boraginaceae,Nonea,caspica,Nonea caspica,Ph.th.end.,AM,67,60,,,,ok
4423,Boraginaceae,Nonea,caspica,Nonea caspica,Ph.th.end.,AM,70,20,,,,ok
4424,Boraginaceae,Nonea,caspica,Nonea caspica,no,no,73,0,,,,ok
4425,Fagaceae,Nothofagus,cliffortioides,Nothofagus cliffortioides,Ecto,Ectomycorrhiza ,153,,+,,,ok
4426,Fagaceae,Nothofagus,dombeyi,Nothofagus dombeyi,Ecto,Ectomycorrhiza ,153,,+,,,ok
4427,Fagaceae,Nothofagus,fusca,Nothofagus fusca,Ecto,Ectomycorrhiza ,153,,+,,,ok
4428,Fagaceae,Nothofagus,menziesii,Nothofagus menziesii,Ecto,Ectomycorrhiza ,153,,+,,,ok
4429,Fagaceae,Nothofagus,pumilio,Nothofagus pumilio,Ecto,Ectomycorrhiza ,153,,+,,,ok
4430,Nymphaeaceae,Nuphar,lutea,Nuphar lutea,no,no,36,0,,,,ok
4431,Scrophulariaceae,Odontites,vulgaris,Odontites vulgaris,no,no,33,0,,,,now commonly placed in Orobanchaceae
4432,Apiaceae,Oedibasis,apiculata,Oedibasis apiculata,Ph.th.end.,AM,52,40,,,,ok
4433,Apiaceae,Oedibasis,apiculata,Oedibasis apiculata,Ph.th.end.,AM,53,40,,,,ok
4434,Apiaceae,Oedibasis,apiculata,Oedibasis apiculata,Ph.th.end.,AM,54,20,,,,ok
4435,Apiaceae,Oedibasis,apiculata,Oedibasis apiculata,Ph.th.end.,AM,56,40,,,,ok
4436,Apiaceae,Oenanthe,aquatica,Oenanthe aquatica,no,no,39,0,,,,ok
4437,Apiaceae,Oenanthe,aquatica,Oenanthe aquatica,no,no,39,,-,,,ok
4438,Fabaceae,Onobrychis,arenaria,Onobrychis arenaria,Ph.th.end.,AM,25,80,,,,ok
4439,Fabaceae,Onobrychis,arenaria,Onobrychis arenaria,Ph.th.end.,AM,84,40,,,,ok
4440,Fabaceae,Onobrychis,biebersteinii,Onobrychis biebersteinii,Ph.th.end.,AM,104,35,,,,ok
4441,Fabaceae,Onobrychis,biebersteinii,Onobrychis biebersteinii,no,no,102,0,,,,ok
4442,Fabaceae,Onobrychis,echidna,Onobrychis echidna,Ph.th.end.,AM,140,34,,,,ok
4443,Fabaceae,Onobrychis,grandis,Onobrychis grandis,Ph.th.end.,AM,83,18,,,,ok
4444,Boraginaceae,Onosma,barsczewskii,Onosma barsczewskii,Ph.th.end.,AM,137,34,,,,ok
4445,Boraginaceae,Onosma,caucasica,Onosma caucasica,no,no,102,0,,,,ok
4446,Ophioglossaceae,Ophioglossum,vulgatum,Ophioglossum vulgatum,Ph.th.end.,AM,39,75,,,,ok
4447,Poaceae,Oplismenus,burmannii,Oplismenus burmannii,Ph.th.end.,AM,153,,+,,,ok
4448,Cactaceae,Opuntia,brasiliensis,Opuntia brasiliensis,no,no,154,0,,,,note that generic name may have changed
4449,Cactaceae,Opuntia,leucotricha,Opuntia leucotricha,no,no,154,0,,,,ok
4450,Cactaceae,Opuntia,microdasys,Opuntia microdasys,no,no,154,0,,,,ok
4451,Orchidaceae,Orchis,mascula,Orchis mascula,E.t.end.,Orchid,153,,+,,,ok
4452,Orchidaceae,Orchis,purpurea,Orchis purpurea,E.t.end.,Orchid,153,,+,,,ok
4453,Lamiaceae,Origanum,vulgare,Origanum vulgare,VAM,AM,25,54,,,,ok
4454,Lamiaceae,Origanum,vulgare,Origanum vulgare,Ph.th.end.,AM,25,60,,,,ok
4455,Lamiaceae,Origanum,vulgare,Origanum vulgare,Ph.th.end.,AM,84,50,,,,ok
4456,Lamiaceae,Origanum,vulgare,Origanum vulgare,Ph.th.end.,AM,104,20,,,,ok
4457,Lamiaceae,Origanum,vulgare,Origanum vulgare,Ph.th.end.,AM,107,20,,,,ok
4458,Hyacinthaceae,Ornithogalum,schmalhausenii,Ornithogalum schmalhausenii,no,no,119,0,,,,ok
4459,Hyacinthaceae,Ornithogalum,schmalhausenii,Ornithogalum schmalhausenii,no,no,130,0,,,,ok
4460,Hyacinthaceae,Ornithogalum,umbellatum,Ornithogalum umbellatum,Ph.th.end.,AM,145,84,,,,ok
4461,Scrophulariaceae,Orobanche,ramosa,Orobanche ramosa,no,no,153,,-,,,now commonly placed in Orobanchaceae
4462,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,8,66,,,,ok
4463,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,9,40,,,,ok
4464,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,10,46,,,,ok
4465,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,19,78,,,,ok
4466,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,21,62,,,,ok
4467,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,22,100,,,,ok
4468,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,23,91,,,,ok
4469,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,25,76,,,,ok
4470,Ericaceae,Orthilia,secunda,Orthilia secunda,E.t.ect.arb.,Arbutoid,33,60,,,,ok
4471,Ericaceae,Orthilia,secunda,Orthilia secunda,Ecto arbut.,Arbutoid,153,,+,,,ok
4472,Rosaceae,Orthurus,kokanicus,Orthurus kokanicus,Ph.th.end.,AM,137,64,,,,ok
4473,Rosaceae,Orthurus,kokanicus,Orthurus kokanicus,Ph.th.end.,AM,138,32,,,,ok
4474,Poaceae,Oryza,sativa,Oryza sativa,Ph.th.end.,AM,153,,+,,,ok
4475,Poaceae,Oryza,sativa,Oryza sativa,no,no,81,0,,,,ok
4476,Poaceae,Oryzopsis,alpestre,Oryzopsis alpestre,Ph.th.end.,AM,7,24,,,,note that generic name may have changed
4477,Poaceae,Oryzopsis,alpestre,Oryzopsis alpestre,Ph.th.end.,AM,138,26,,,,note that generic name may have changed
4478,Poaceae,Oryzopsis,alpestre,Oryzopsis alpestre,Ph.th.end.,AM,140,12,,,,note that generic name may have changed
4479,Poaceae,Oryzopsis,alpestre,Oryzopsis alpestre,Ph.th.end.,AM,143,24,,,,note that generic name may have changed
4480,Poaceae,Oryzopsis,pamiroalaicum,Oryzopsis pamiroalaicum,Ph.th.end.,AM,139,20,,,,note that generic name may have changed
4481,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,8,36,,,,ok
4482,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,9,40,,,,ok
4483,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,10,20,,,,ok
4484,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,11,30,,,,ok
4485,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,12,100,,,,ok
4486,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,13,60,,,,ok
4487,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,19,40,,,,ok
4488,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,22,80,,,,ok
4489,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,23,92,,,,ok
4490,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,26,100,,,,ok
4491,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,27,100,,,,ok
4492,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,VAM,AM,36,,+,,,ok
4493,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,39,90,,,,ok
4494,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,88,60,,,,ok
4495,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,97,30,,,,ok
4496,Oxalidaceae,Oxalis,acetosella,Oxalis acetosella,Ph.th.end.,AM,107,30,,,,ok
4497,Oxalidaceae,Oxalis,deppei,Oxalis deppei,Ph.th.end.,AM,154,,+,,,ok
4498,Ranunculaceae,Oxygraphis,glacialis,Oxygraphis glacialis,no,no,1,,-,,,ok
4499,Polygonaceae,Oxyria,digyna,Oxyria digyna,Ph.th.end.,AM,144,28,,,,ok
4500,Polygonaceae,Oxyria,digyna,Oxyria digyna,Ph.th.end.,AM,150,18,,,,ok
4501,Polygonaceae,Oxyria,digyna,Oxyria digyna,no,no,1,,-,,,ok
4502,Polygonaceae,Oxyria,digyna,Oxyria digyna,no,no,3,,-,,,ok
4503,Polygonaceae,Oxyria,digyna,Oxyria digyna,no,no,130,0,,,,ok
4504,Polygonaceae,Oxyria,digyna,Oxyria digyna,no,no,153,,-,,,ok
4505,Fabaceae,Oxytropis,cyanea,Oxytropis cyanea,Ph.th.end.,AM,120,20,,,,ok
4506,Fabaceae,Oxytropis,cyanea,Oxytropis cyanea,Ph.th.end.,AM,121,20,,,,ok
4507,Fabaceae,Oxytropis,cyanea,Oxytropis cyanea,no,no,104,0,,,,ok
4508,Fabaceae,Oxytropis,cyanea,Oxytropis cyanea,no,no,131,0,,,,ok
4509,Fabaceae,Oxytropis,immersa,Oxytropis immersa,Ph.th.end.,AM,139,32,,,,ok
4510,Fabaceae,Oxytropis,kubanensis,Oxytropis kubanensis,Ph.th.end.,AM,96,80,,,,ok
4511,Fabaceae,Oxytropis,mertensiana,Oxytropis mertensiana,no,no,1,,-,,,ok
4512,Fabaceae,Oxytropis,pamiroalajca,Oxytropis pamiroalajca,Ph.th.end.,AM,138,50,,,,ok
4513,Fabaceae,Oxytropis,pamiroalajca,Oxytropis pamiroalajca,Ph.th.end.,AM,139,28,,,,ok
4514,Fabaceae,Oxytropis,savellanica,Oxytropis savellanica,Ph.th.end.,AM,140,26,,,,ok
4515,Fabaceae,Oxytropis,savellanica,Oxytropis savellanica,Ph.th.end.,AM,143,18,,,,ok
4516,Fabaceae,Oxytropis,sordida,Oxytropis sordida,Ph.th.end.,AM,5,20,,,,ok
4517,Fabaceae,Oxytropis,sordida,Oxytropis sordida,no,no,8,0,,,,ok
4518,Fabaceae,Oxytropis,strobilacea,Oxytropis strobilacea,Ph.th.end.,AM,49,70,,,,ok
4519,Fabaceae,Oxytropis,tschuktschorum,Oxytropis tschuktschorum,no,no,1,,-,,,ok
4520,Apiaceae,Pachypleurum,alpinum,Pachypleurum alpinum,VAM,AM,3,,+,,,ok
4521,Apiaceae,Pachypleurum,alpinum,Pachypleurum alpinum,Ph.th.end.,AM,92,80,,,,ok
4522,Apiaceae,Pachypleurum,alpinum,Pachypleurum alpinum,Ph.th.end.,AM,92,80,,,,ok
4523,Apiaceae,Pachypleurum,alpinum,Pachypleurum alpinum,Ph.th.end.,AM,93,56,,,,ok
4524,Apiaceae,Pachypleurum,alpinum,Pachypleurum alpinum,Ph.th.end.,AM,93,56,,,,ok
4525,Paeoniaceae,Paeonia,anomala,Paeonia anomala,Ph.th.end.,AM,12,40,,,,ok
4526,Paeoniaceae,Paeonia,anomala,Paeonia anomala,Ph.th.end.,AM,27,56,,,,ok
4527,Amaryllidaceae,Pancratium,speciosum,Pancratium speciosum,Ph.th.end.,AM,154,,+,,,ok
4528,Poaceae,Panicum,albomarginatum,Panicum albomarginatum,Ph.th.end.,AM,153,,+,,,ok
4529,Poaceae,Panicum,bisulcatum,Panicum bisulcatum,Ph.th.end.,AM,153,,+,,,ok
4530,Poaceae,Panicum,crusgalli,Panicum crusgalli,Ph.th.end.,AM,69,20,,,,ok
4531,Poaceae,Panicum,indicum,Panicum indicum,Ph.th.end.,AM,153,,+,,,ok
4532,Poaceae,Panicum,miliaceum,Panicum miliaceum,Ph.th.end.,AM,145,56,,,,ok
4533,Poaceae,Panicum,plicatum,Panicum plicatum,Ph.th.end.,AM,153,,+,,,ok
4534,Poaceae,Panicum,repens,Panicum repens,Ph.th.end.,AM,153,,+,,,ok
4535,Poaceae,Panicum,sanguinale,Panicum sanguinale,Ph.th.end.,AM,153,,+,,,ok
4536,Poaceae,Panicum,violascens,Panicum violascens,Ph.th.end.,AM,153,,+,,,ok
4537,Papaveraceae,Papaver,fugax,Papaver fugax,no,no,115,0,,,,ok
4538,Papaveraceae,Papaver,fugax,Papaver fugax,no,no,116,0,,,,ok
4539,Papaveraceae,Papaver,lapponicum,Papaver lapponicum,no,no,1,,-,,,ok
4540,Papaveraceae,Papaver,lapponicum,Papaver lapponicum,no,no,7,0,,,,ok
4541,Papaveraceae,Papaver,pavoninum,Papaver pavoninum,no,no,53,0,,,,ok
4542,Papaveraceae,Papaver,pavoninum,Papaver pavoninum,no,no,54,0,,,,ok
4543,Papaveraceae,Papaver,pavoninum,Papaver pavoninum,no,no,55,0,,,,ok
4544,Papaveraceae,Papaver,pavoninum,Papaver pavoninum,no,no,72,0,,,,ok
4545,Papaveraceae,Papaver,pavoninum,Papaver pavoninum,no,no,74,0,,,,ok
4546,Papaveraceae,Papaver,pavoninum,Papaver pavoninum,no,no,76,0,,,,ok
4547,Papaveraceae,Papaver,rhoeas,Papaver rhoeas,no,no,145,0,,,,ok
4548,Papaveraceae,Papaver,somniferum,Papaver somniferum,no,no,145,0,,,,ok
4549,Melanthiaceae,Paris,quadrifolia,Paris quadrifolia,Ph.th.end.,AM,8,50,,,,ok
4550,Melanthiaceae,Paris,quadrifolia,Paris quadrifolia,Ph.th.end.,AM,9,46,,,,ok
